CountryofLiving,fob_social,fob_stores,fob_curfew,sob_social,sob_stores,sob_curfew,perceivedreaction,govtrust,govfact,react_pub_appr,perceivedeffectivnes
United States,Yes,No,No,53,39,26,The reaction is somewhat insufficient,Neither trust nor distrust,Somewhat untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,95,95,49,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,62,66,57,The reaction is somewhat insufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,92,97,86,The reaction is somewhat insufficient,Somewhat trust,Somewhat truthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,73,63,51,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,No,No,86,55,35,The reaction is somewhat too extreme,Strongly distrust,Somewhat untruthful,The reaction is much too extreme,Effective
United States,Yes,Yes,Yes,60,60,60,The reaction is appropriate,Strongly trust,Very truthful,The reaction is somewhat too extreme,Effective
United States,Yes,Yes,Yes,50,40,10,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,No,Yes,71,70,46,The reaction is somewhat insufficient,Somewhat trust,Somewhat truthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,30,20,20,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,36,38,12,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,60,35,15,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,80,74,85,The reaction is appropriate,Somewhat trust,Neither truthful nor untruthful,The reaction is somewhat too extreme,Very effective
United States,Yes,Yes,No,70,65,35,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,81,64,40,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is somewhat too extreme,Effective
United States,Yes,Yes,Yes,50,45,40,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,50,30,20,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,40,30,30,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,25,40,10,The reaction is somewhat insufficient,Somewhat trust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,55,50,50,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,No,Yes,80,30,60,The reaction is appropriate,Somewhat distrust,Neither truthful nor untruthful,The reaction is appropriate,Effective
United States,Yes,No,Yes,44,28,20,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,70,65,71,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,35,31,7,The reaction is appropriate,Somewhat distrust,Neither truthful nor untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,60,40,50,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,60,55,35,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,59,51,38,The reaction is not at all sufficient,Strongly trust,Somewhat truthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,85,100,95,The reaction is appropriate,Strongly trust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,61,41,11,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,100,50,50,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,39,34,28,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,No,Yes,57,10,38,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,No,No,76,90,50,The reaction is appropriate,Somewhat distrust,Somewhat untruthful,The reaction is appropriate,Effective
United States,Yes,No,Yes,30,20,20,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Not effective
United States,Yes,Yes,Yes,30,30,10,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,No,No,64,77,75,The reaction is much too extreme,Strongly distrust,Neither truthful nor untruthful,The reaction is somewhat too extreme,Not effective
United States,Yes,Yes,Yes,50,50,50,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Neither effective nor ineffective
United States,Yes,Yes,Yes,53,52,27,The reaction is appropriate,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,60,30,10,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,50,50,50,The reaction is somewhat insufficient,Neither trust nor distrust,Neither truthful nor untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,75,75,40,The reaction is not at all sufficient,Strongly distrust,Very truthful,The reaction is appropriate,Effective
United States,Yes,Yes,No,51,29,30,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,50,50,50,The reaction is not at all sufficient,Somewhat trust,Somewhat truthful,The reaction is not at all sufficient,Not at all effective
United States,Yes,Yes,Yes,61,62,64,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,61,65,36,The reaction is somewhat insufficient,Strongly distrust,Somewhat untruthful,The reaction is appropriate,Effective
United States,No,No,No,68,62,36,The reaction is much too extreme,Somewhat distrust,Very untruthful,The reaction is much too extreme,Neither effective nor ineffective
United States,Yes,Yes,Yes,40,11,10,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,40,39,42,The reaction is not at all sufficient,Neither trust nor distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,60,32,32,The reaction is somewhat insufficient,Neither trust nor distrust,Very untruthful,The reaction is not at all sufficient,Neither effective nor ineffective
United States,Yes,Yes,Yes,51,52,18,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,No,82,32,15,The reaction is not at all sufficient,Somewhat distrust,Neither truthful nor untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,75,85,85,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,No,Yes,82,74,74,The reaction is somewhat insufficient,Somewhat distrust,Neither truthful nor untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,61,69,63,The reaction is somewhat insufficient,Somewhat trust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,70,50,30,The reaction is appropriate,Neither trust nor distrust,Somewhat truthful,The reaction is somewhat insufficient,Very effective
United States,Yes,No,No,70,50,25,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,79,81,69,The reaction is appropriate,Somewhat trust,Very truthful,The reaction is appropriate,Very effective
United States,Yes,Yes,Yes,70,50,33,The reaction is appropriate,Strongly distrust,Neither truthful nor untruthful,The reaction is somewhat too extreme,Effective
United States,Yes,Yes,Yes,40,20,18,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,50,26,17,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,50,35,8,The reaction is not at all sufficient,Somewhat distrust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,58,58,40,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,61,46,37,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,70,70,40,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,79,65,47,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,68,60,68,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,No,50,40,11,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,No,73,68,39,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,90,89,66,The reaction is somewhat insufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,No,68,53,18,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,56,60,30,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is appropriate,Very effective
United States,Yes,Yes,Yes,82,84,80,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,70,60,57,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,No,Yes,No,87,80,67,The reaction is somewhat insufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Neither effective nor ineffective
United States,Yes,Yes,No,51,45,20,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,50,25,20,The reaction is somewhat insufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,56,47,44,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,71,41,34,The reaction is not at all sufficient,Somewhat trust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,40,32,20,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,No,Yes,96,97,44,The reaction is somewhat too extreme,Somewhat trust,Somewhat untruthful,The reaction is much too extreme,Effective
United States,Yes,Yes,Yes,77,55,23,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
